-1.088340059885932 1.931026917067203 -1.507149908532961 0.591768104519418 0.650573632654651 -0.673349594577882 1.245175615748358 -3.339682287908304 4.754530498836682 -5.166138711677037 1.817593879075665 -0.248568340431796 1.937903901445486 -6.091458726585637 4.677483620008778 -0.308937003434533 0.728126915144635 0.360342927366620 -0.067913029399274 -0.321336256213618 0.118347906779477 
-0.388048517611515 0.067913029399274 0.308937003434535 0.248568340431798 -1.245175615748362 1.088340059885931 1.107692928436857 -0.728126915144631 -1.937903901445497 3.339682287908313 -1.931026917067203 -2.113304893734484 6.091458726585637 -4.754530498836686 1.507149908532962 -4.677483620008777 5.166138711677039 -0.591768104519414 -0.096336926245434 -0.650573632654653 0.188398546724314 
0.374045538343338 -0.276906442929295 -0.078134974770620 0.078134974770621 0.276906442929294 -0.374045538343338 -0.825842212503445 0.999164219362496 0.000000000000001 -0.999164219362498 0.825842212503447 0.999576277634677 -2.445562465170621 2.445562465170622 -0.999576277634677 -1.228022282572763 -0.000000000000003 1.228022282572764 -0.393487397896308 0.393487397896309 -0.000000000000000 
-1.088340059885930 1.245175615748362 -0.248568340431798 -0.308937003434533 -0.067913029399274 0.388048517611517 1.931026917067196 -3.339682287908301 1.937903901445487 0.728126915144637 -1.107692928436859 -1.507149908532957 4.754530498836675 -6.091458726585636 2.113304893734484 0.591768104519416 -5.166138711677036 4.677483620008781 0.650573632654651 0.096336926245433 -0.188398546724313 
0.340802726189259 -0.031134269144595 -0.035019664736753 -0.149647079900787 -0.387969240416751 0.768318988200816 -0.915087174189030 0.134707653788714 0.363890592503809 1.372747030268377 -1.784952642822900 1.561177124905820 -0.640823442423894 -3.046481579337686 2.316331054988153 -3.124870615446875 7.271485913914848 -2.819569052294501 -5.023579634285165 3.355243081235120 0.474430229004018 
-0.768318988200818 0.387969240416753 0.149647079900785 0.035019664736755 0.031134269144593 -0.340802726189262 1.784952642822898 -1.372747030268375 -0.363890592503808 -0.134707653788711 0.915087174189029 -2.316331054988152 3.046481579337688 0.640823442423890 -1.561177124905818 2.819569052294495 -7.271485913914850 3.124870615446878 -3.355243081235116 5.023579634285159 -0.474430229004014 
-0.499999999999998 0.000000000000002 -0.000000000000003 0.000000000000003 -0.000000000000002 0.500000000000002 1.349913314190480 0.000000000000002 0.000000000000005 0.000000000000005 -1.349913314190492 -2.244684648176155 -0.000000000000007 -0.000000000000008 2.244684648176170 4.036187270305328 0.000000000000021 -4.036187270305351 -10.141415936319667 10.141415936319660 0.000000000000007 
******************************************
Nodal Ds differentiation matrix
21 21
-7.500000000000003 0.000000000000008 -0.000000000000007 0.000000000000007 -0.000000000000003 0.000000000000003 10.141415936319655 0.000000000000013 -0.000000000000006 0.000000000000005 -0.000000000000006 -4.036187270305346 -0.000000000000002 -0.000000000000004 0.000000000000005 2.244684648176166 0.000000000000005 -0.000000000000004 -1.349913314190492 0.000000000000001 0.500000000000002 
-1.311934719335081 -5.023579634285154 -0.601443838017427 0.408348966369895 -0.261539666759232 0.103021548205033 3.355243081235116 7.271485913914852 -0.640823442423894 0.134707653788713 -0.031134269144597 -2.819569052294500 -3.046481579337685 0.363890592503807 -0.035019664736751 2.316331054988153 1.372747030268377 -0.149647079900790 -1.784952642822902 -0.387969240416749 0.768318988200816 
0.673349594577884 -1.817593879075666 -4.677483620008781 -0.360342927366620 0.321336256213619 -0.118347906779477 -0.650573632654653 5.166138711677038 6.091458726585643 -0.728126915144638 0.067913029399274 -0.591768104519415 -4.754530498836683 -1.937903901445492 0.308937003434536 1.507149908532958 3.339682287908309 0.248568340431794 -1.931026917067203 -1.245175615748359 1.088340059885931 
-0.388048517611516 1.107692928436859 -2.113304893734484 -4.677483620008780 -0.096336926245434 0.188398546724313 0.067913029399273 -0.728126915144635 6.091458726585636 5.166138711677041 -0.650573632654653 0.308937003434536 -1.937903901445492 -4.754530498836684 -0.591768104519414 0.248568340431795 3.339682287908307 1.507149908532960 -1.245175615748361 -1.931026917067200 1.088340059885930 
0.340802726189264 -0.915087174189031 1.561177124905820 -3.124870615446879 -5.023579634285158 0.474430229004014 -0.031134269144595 0.134707653788712 -0.640823442423895 7.271485913914852 3.355243081235115 -0.035019664736754 0.363890592503811 -3.046481579337688 -2.819569052294497 -0.149647079900787 1.372747030268371 2.316331054988155 -0.387969240416750 -1.784952642822898 0.768318988200816 
-0.500000000000001 1.349913314190488 -2.244684648176165 4.036187270305351 -10.141415936319667 -0.000000000000005 -0.000000000000000 -0.000000000000004 0.000000000000003 -0.000000000000007 10.141415936319671 0.000000000000001 0.000000000000000 0.000000000000003 -4.036187270305343 -0.000000000000002 -0.000000000000004 2.244684648176166 0.000000000000002 -1.349913314190486 0.499999999999999 
-1.786364948339097 0.000000000000005 -0.000000000000001 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 -0.000000000000004 0.000000000000001 -0.000000000000001 -0.000000000000000 2.523426777429457 0.000000000000001 0.000000000000000 0.000000000000000 -1.152828158535929 -0.000000000000001 -0.000000000000000 0.653547507429801 -0.000000000000000 -0.237781177984232 
0.451338221757556 -1.169854554724855 -0.275680427006077 0.136986315638113 -0.103257063771783 0.043795399320125 -0.776367156828546 -0.366307226506318 -0.116266218648890 0.092632900039466 -0.024171841812215 0.952341855566687 2.329296246521734 -0.116266218648886 -0.006151767586333 -0.862589961996565 -0.906531319323032 0.071983207184289 0.722585148731664 0.252734601117079 -0.330250139023213 
-0.353417672598701 0.720118201981239 -0.990430384084150 -0.321417469413116 0.113306690198019 -0.055403998754168 0.410757547480233 -1.478591318885114 -0.435975562733904 0.073803502594636 0.046599011849260 -0.079648345291516 1.855822515549026 1.963864986703787 -0.155747105320057 -0.333777503340484 -1.478591318885113 -0.326974487818742 0.620642835556241 0.614935620307768 -0.409875745095142 
0.374045538343338 -0.825842212503446 0.999576277634676 -1.228022282572764 -0.393487397896308 -0.000000000000000 -0.276906442929293 0.999164219362494 -2.445562465170621 0.000000000000001 0.393487397896308 -0.078134974770622 0.000000000000002 2.445562465170623 1.228022282572763 0.078134974770622 -0.999164219362498 -0.999576277634678 0.276906442929295 0.825842212503446 -0.374045538343338 
-0.768318988200819 1.784952642822903 -2.316331054988155 2.819569052294502 -3.355243081235117 -0.474430229004018 0.387969240416752 -1.372747030268379 3.046481579337690 -7.271485913914849 5.023579634285158 0.149647079900785 -0.363890592503809 0.640823442423896 3.124870615446877 0.035019664736755 -0.134707653788715 -1.561177124905819 0.031134269144596 0.915087174189029 -0.340802726189264 
0.484951047853569 -0.000000000000001 0.000000000000001 -0.000000000000000 0.000000000000000 -0.000000000000000 -1.721256952830232 -0.000000000000002 0.000000000000001 -0.000000000000001 -0.000000000000000 0.000000000000001 0.000000000000000 -0.000000000000000 0.000000000000000 1.752961966367865 0.000000000000001 -0.000000000000000 -0.786356672223241 0.000000000000000 0.269700610832040 
-0.298013673844533 0.364158535630973 0.076098760028540 -0.006803015521742 0.005707215248472 0.000000000000000 0.606811511783219 -1.552394821479750 -0.108042471154760 0.000000000000001 -0.005707215248472 -0.669012914671034 0.000000000000002 0.108042471154758 0.006803015521743 0.669012914671034 1.552394821479750 -0.076098760028540 -0.606811511783220 -0.364158535630973 0.298013673844534 
0.409875745095142 -0.614935620307769 0.326974487818742 0.155747105320056 -0.046599011849259 0.055403998754167 -0.620642835556240 1.478591318885113 -1.963864986703784 -0.073803502594638 -0.113306690198019 0.333777503340484 -1.855822515549023 0.435975562733902 0.321417469413117 0.079648345291516 1.478591318885111 0.990430384084152 -0.410757547480232 -0.720118201981238 0.353417672598701 
-1.088340059885928 1.931026917067203 -1.507149908532960 0.591768104519417 0.650573632654652 -0.188398546724314 1.245175615748358 -3.339682287908306 4.754530498836682 -5.166138711677037 0.096336926245432 -0.248568340431795 1.937903901445484 -6.091458726585636 4.677483620008779 -0.308937003434533 0.728126915144636 2.113304893734485 -0.067913029399274 -1.107692928436859 0.388048517611516 
-0.269700610832039 0.000000000000001 -0.000000000000001 0.000000000000001 -0.000000000000000 -0.000000000000000 0.786356672223240 0.000000000000001 -0.000000000000001 -0.000000000000000 0.000000000000000 -1.752961966367866 -0.000000000000000 0.000000000000000 -0.000000000000001 0.000000000000001 -0.000000000000001 0.000000000000001 1.721256952830235 -0.000000000000001 -0.484951047853570 
0.330250139023213 -0.252734601117080 -0.071983207184288 0.006151767586332 0.024171841812215 -0.043795399320125 -0.722585148731662 0.906531319323029 0.116266218648889 -0.092632900039467 0.103257063771783 0.862589961996564 -2.329296246521732 0.116266218648888 -0.136986315638112 -0.952341855566685 0.366307226506313 0.275680427006077 0.776367156828548 1.169854554724856 -0.451338221757556 
-1.088340059885929 1.245175615748362 -0.248568340431797 -0.308937003434533 -0.067913029399273 0.118347906779477 1.931026917067196 -3.339682287908301 1.937903901445487 0.728126915144637 -0.321336256213619 -1.507149908532958 4.754530498836673 -6.091458726585636 0.360342927366619 0.591768104519415 -5.166138711677036 4.677483620008781 0.650573632654653 1.817593879075665 -0.673349594577882 
0.237781177984230 -0.000000000000000 0.000000000000001 -0.000000000000001 0.000000000000000 -0.000000000000000 -0.653547507429799 -0.000000000000000 0.000000000000001 -0.000000000000000 0.000000000000000 1.152828158535927 -0.000000000000001 0.000000000000002 -0.000000000000000 -2.523426777429450 -0.000000000000002 -0.000000000000001 -0.000000000000007 0.000000000000004 1.786364948339097 
-0.768318988200818 0.387969240416753 0.149647079900785 0.035019664736756 0.031134269144593 -0.103021548205031 1.784952642822898 -1.372747030268376 -0.363890592503808 -0.134707653788711 0.261539666759229 -2.316331054988152 3.046481579337687 0.640823442423890 -0.408348966369889 2.819569052294495 -7.271485913914849 0.601443838017421 -3.355243081235117 5.023579634285160 1.311934719335081 
-0.499999999999998 0.000000000000000 -0.000000000000001 0.000000000000002 -0.000000000000001 0.000000000000000 1.349913314190482 0.000000000000003 0.000000000000001 0.000000000000004 -0.000000000000002 -2.244684648176158 -0.000000000000004 -0.000000000000007 0.000000000000002 4.036187270305335 0.000000000000012 -0.000000000000002 -10.141415936319671 -0.000000000000002 7.500000000000005 
******************************************
Nodal Mass Matrix
21 21
0.006095664310503 -0.004751355006527 0.002791200817720 -0.000656701647451 -0.000304896754781 0.000228896567193 -0.004751355006527 0.006829545108036 -0.003682096652098 0.000598831554816 0.001131374386236 0.002791200817720 -0.003682096652098 0.001141885041125 0.003307192359438 -0.000656701647451 0.000598831554816 0.003307192359438 -0.000304896754781 0.001131374386236 0.000228896567193 
-0.004751355006527 0.032838971064220 -0.006494833014630 0.002278686213546 0.000137534213149 -0.000304896754781 0.015045631319646 0.001500081278720 0.004492492190249 -0.000152816459096 -0.002794068548604 -0.008738958127667 -0.000656052364684 -0.000633308627896 -0.006271602617642 0.004518556672559 0.001123014205760 -0.003870595997846 -0.002794068548604 -0.001062393682990 0.001131374386236 
0.002791200817720 -0.006494833014630 0.047119877910106 -0.005831971686244 0.002278686213546 -0.000656701647451 -0.008738958127667 0.023077593499559 0.017633784453837 -0.004787650545010 0.004518556672559 -0.003649624047638 -0.018586835053232 -0.004851901509957 0.006226426116132 0.006226426116132 0.011230757189923 0.000871256680328 -0.006271602617642 -0.003870595997846 0.003307192359438 
-0.000656701647451 0.002278686213546 -0.005831971686244 0.047119877910106 -0.006494833014630 0.002791200817720 0.004518556672559 -0.004787650545010 0.017633784453837 0.023077593499559 -0.008738958127667 0.006226426116132 -0.004851901509957 -0.018586835053232 -0.003649624047638 0.000871256680328 0.011230757189923 0.006226426116132 -0.003870595997846 -0.006271602617642 0.003307192359438 
-0.000304896754781 0.000137534213149 0.002278686213546 -0.006494833014630 0.032838971064220 -0.004751355006527 -0.002794068548604 -0.000152816459096 0.004492492190249 0.001500081278720 0.015045631319646 -0.006271602617642 -0.000633308627896 -0.000656052364684 -0.008738958127667 -0.003870595997846 0.001123014205760 0.004518556672559 -0.001062393682990 -0.002794068548604 0.001131374386236 
0.000228896567193 -0.000304896754781 -0.000656701647451 0.002791200817720 -0.004751355006527 0.006095664310503 0.001131374386236 0.000598831554816 -0.003682096652098 0.006829545108036 -0.004751355006527 0.003307192359438 0.001141885041125 -0.003682096652098 0.002791200817720 0.003307192359438 0.000598831554816 -0.000656701647451 0.001131374386236 -0.000304896754781 0.000228896567193 
-0.004751355006527 0.015045631319646 -0.008738958127667 0.004518556672559 -0.002794068548604 0.001131374386236 0.032838971064220 0.001500081278720 -0.000656052364684 0.001123014205760 -0.001062393682990 -0.006494833014630 0.004492492190249 -0.000633308627896 -0.003870595997846 0.002278686213546 -0.000152816459096 -0.006271602617642 0.000137534213149 -0.002794068548604 -0.000304896754781 
0.006829545108036 0.001500081278720 0.023077593499559 -0.004787650545010 -0.000152816459096 0.000598831554816 0.001500081278720 0.184545194062817 -0.003936247172727 0.001956923954853 0.001123014205760 0.023077593499559 -0.003936247172728 -0.002406022391905 0.011230757189923 -0.004787650545010 0.001956923954853 0.011230757189923 -0.000152816459096 0.001123014205760 0.000598831554816 
-0.003682096652098 0.004492492190249 0.017633784453837 0.017633784453837 0.004492492190249 -0.003682096652098 -0.000656052364684 -0.003936247172727 0.240749079288129 -0.003936247172728 -0.000656052364684 -0.018586835053232 0.006937712775435 0.006937712775436 -0.018586835053232 -0.004851901509957 -0.002406022391905 -0.004851901509957 -0.000633308627896 -0.000633308627896 0.001141885041125 
0.000598831554816 -0.000152816459096 -0.004787650545010 0.023077593499559 0.001500081278720 0.006829545108036 0.001123014205760 0.001956923954853 -0.003936247172728 0.184545194062817 0.001500081278720 0.011230757189923 -0.002406022391905 -0.003936247172728 0.023077593499559 0.011230757189923 0.001956923954853 -0.004787650545010 0.001123014205760 -0.000152816459096 0.000598831554816 
0.001131374386236 -0.002794068548604 0.004518556672559 -0.008738958127667 0.015045631319646 -0.004751355006527 -0.001062393682990 0.001123014205760 -0.000656052364684 0.001500081278720 0.032838971064220 -0.003870595997846 -0.000633308627896 0.004492492190249 -0.006494833014630 -0.006271602617642 -0.000152816459096 0.002278686213546 -0.002794068548604 0.000137534213149 -0.000304896754781 
0.002791200817720 -0.008738958127667 -0.003649624047638 0.006226426116132 -0.006271602617642 0.003307192359438 -0.006494833014630 0.023077593499559 -0.018586835053232 0.011230757189923 -0.003870595997846 0.047119877910106 0.017633784453837 -0.004851901509957 0.000871256680328 -0.005831971686244 -0.004787650545010 0.006226426116132 0.002278686213546 0.004518556672559 -0.000656701647451 
-0.003682096652098 -0.000656052364684 -0.018586835053232 -0.004851901509957 -0.000633308627896 0.001141885041125 0.004492492190249 -0.003936247172728 0.006937712775436 -0.002406022391905 -0.000633308627896 0.017633784453837 0.240749079288129 0.006937712775436 -0.004851901509957 0.017633784453837 -0.003936247172727 -0.018586835053232 0.004492492190249 -0.000656052364684 -0.003682096652098 
0.001141885041125 -0.000633308627896 -0.004851901509957 -0.018586835053232 -0.000656052364684 -0.003682096652098 -0.000633308627896 -0.002406022391906 0.006937712775436 -0.003936247172728 0.004492492190249 -0.004851901509957 0.006937712775436 0.240749079288129 0.017633784453837 -0.018586835053232 -0.003936247172728 0.017633784453837 -0.000656052364684 0.004492492190249 -0.003682096652098 
0.003307192359438 -0.006271602617642 0.006226426116132 -0.003649624047638 -0.008738958127667 0.002791200817720 -0.003870595997846 0.011230757189923 -0.018586835053232 0.023077593499559 -0.006494833014630 0.000871256680328 -0.004851901509957 0.017633784453837 0.047119877910106 0.006226426116132 -0.004787650545010 -0.005831971686244 0.004518556672559 0.002278686213546 -0.000656701647451 
-0.000656701647451 0.004518556672559 0.006226426116132 0.000871256680328 -0.003870595997846 0.003307192359438 0.002278686213546 -0.004787650545010 -0.004851901509957 0.011230757189923 -0.006271602617642 -0.005831971686244 0.017633784453837 -0.018586835053232 0.006226426116132 0.047119877910106 0.023077593499559 -0.003649624047638 -0.006494833014630 -0.008738958127667 0.002791200817720 
0.000598831554816 0.001123014205760 0.011230757189923 0.011230757189923 0.001123014205760 0.000598831554816 -0.000152816459096 0.001956923954853 -0.002406022391905 0.001956923954854 -0.000152816459096 -0.004787650545010 -0.003936247172727 -0.003936247172728 -0.004787650545010 0.023077593499559 0.184545194062817 0.023077593499559 0.001500081278720 0.001500081278720 0.006829545108036 
0.003307192359438 -0.003870595997846 0.000871256680328 0.006226426116132 0.004518556672559 -0.000656701647451 -0.006271602617642 0.011230757189923 -0.004851901509957 -0.004787650545010 0.002278686213546 0.006226426116132 -0.018586835053232 0.017633784453837 -0.005831971686244 -0.003649624047638 0.023077593499559 0.047119877910106 -0.008738958127667 -0.006494833014630 0.002791200817720 
-0.000304896754781 -0.002794068548604 -0.006271602617642 -0.003870595997846 -0.001062393682990 0.001131374386236 0.000137534213149 -0.000152816459096 -0.000633308627896 0.001123014205760 -0.002794068548604 0.002278686213546 0.004492492190249 -0.000656052364684 0.004518556672559 -0.006494833014630 0.001500081278720 -0.008738958127667 0.032838971064220 0.015045631319646 -0.004751355006527 
0.001131374386236 -0.001062393682990 -0.003870595997846 -0.006271602617642 -0.002794068548604 -0.000304896754781 -0.002794068548604 0.001123014205760 -0.000633308627896 -0.000152816459096 0.000137534213149 0.004518556672559 -0.000656052364684 0.004492492190249 0.002278686213546 -0.008738958127667 0.001500081278720 -0.006494833014630 0.015045631319646 0.032838971064220 -0.004751355006527 
0.000228896567193 0.001131374386236 0.003307192359438 0.003307192359438 0.001131374386236 0.000228896567193 -0.000304896754781 0.000598831554816 0.001141885041125 0.000598831554816 -0.000304896754781 -0.000656701647451 -0.003682096652098 -0.003682096652098 -0.000656701647451 0.002791200817720 0.006829545108036 0.002791200817720 -0.004751355006527 -0.004751355006527 0.006095664310503 
******************************************
Nodal Face nodes
3 6
0 1 2 3 4 5 
5 10 14 17 19 20 
0 6 11 15 18 20 
******************************************
Nodal Lift Matrix
21 18
13.499999999999991 10.141415936319682 -4.036187270305335 2.244684648176172 -1.349913314190472 0.500000000000003 -0.699999999999998 -3.973987041127404 -5.826012958872615 -5.826012958872615 -3.973987041127402 -0.700000000000000 13.500000000000005 10.141415936319722 -4.036187270305347 2.244684648176165 -1.349913314190488 0.500000000000000 
1.786364948339093 16.000000000000007 4.111446491958858 -1.337154606781414 0.677124344467717 -0.237781177984229 0.265828298226720 1.723294358295578 2.520526199713454 0.749100285382557 -2.040594381577190 -0.699973155253404 0.640302966312480 -4.224895281679406 1.418136552760714 -0.486692468873767 0.192540965623165 -0.057574338930920 
-0.484951047853570 2.804462536330320 16.000000000000014 3.322875655532306 -0.912087754841078 0.269700610832040 -0.153248795208918 -1.579505250767180 -2.057699539064793 1.909443937706800 0.494247161027126 -0.693003864025544 -0.200501516949317 2.544853159305543 0.556045725549775 -1.658135784853952 1.406001028118223 -0.568496260837752 
0.269700610832041 -0.912087754841077 3.322875655532307 16.000000000000007 2.804462536330322 -0.484951047853568 -0.200501516949318 2.544853159305533 0.556045725549776 -1.658135784853952 1.406001028118224 -0.568496260837750 -0.153248795208918 -1.579505250767187 -2.057699539064792 1.909443937706802 0.494247161027123 -0.693003864025544 
-0.237781177984229 0.677124344467716 -1.337154606781412 4.111446491958861 16.000000000000007 1.786364948339093 0.640302966312471 -4.224895281679397 1.418136552760721 -0.486692468873770 0.192540965623167 -0.057574338930921 0.265828298226720 1.723294358295582 2.520526199713458 0.749100285382563 -2.040594381577181 -0.699973155253403 
0.500000000000006 -1.349913314190473 2.244684648176175 -4.036187270305351 10.141415936319675 13.499999999999996 13.500000000000000 10.141415936319689 -4.036187270305346 2.244684648176168 -1.349913314190491 0.499999999999999 -0.700000000000000 -3.973987041127420 -5.826012958872619 -5.826012958872618 -3.973987041127389 -0.699999999999997 
0.640302966312478 -4.224895281679404 1.418136552760727 -0.486692468873776 0.192540965623166 -0.057574338930922 -0.699973155253408 -2.040594381577199 0.749100285382568 2.520526199713462 1.723294358295579 0.265828298226717 1.786364948339104 16.000000000000085 4.111446491958874 -1.337154606781430 0.677124344467708 -0.237781177984233 
-0.344055026844158 -1.288565653182607 -1.932719027509002 0.312489981047266 0.024222874465476 -0.026623468252262 0.082318517604749 0.153693373452550 -0.975851956605339 -0.975851956605337 0.153693373452550 0.082318517604749 -0.344055026844159 -1.288565653182612 -1.932719027509002 0.312489981047265 0.024222874465479 -0.026623468252262 
0.119318651380449 -0.046404969366478 -1.627899530300695 -1.627899530300695 -0.046404969366478 0.119318651380449 0.098702596757502 0.373347227646209 1.291516558131955 0.369705679435807 -0.300654419881962 0.032271106389538 0.098702596757502 0.373347227646210 1.291516558131955 0.369705679435806 -0.300654419881961 0.032271106389539 
-0.026623468252263 0.024222874465479 0.312489981047264 -1.932719027509000 -1.288565653182607 -0.344055026844158 -0.344055026844158 -1.288565653182607 -1.932719027509001 0.312489981047267 0.024222874465479 -0.026623468252262 0.082318517604748 0.153693373452550 -0.975851956605338 -0.975851956605338 0.153693373452550 0.082318517604749 
-0.057574338930921 0.192540965623167 -0.486692468873773 1.418136552760720 -4.224895281679394 0.640302966312476 1.786364948339096 16.000000000000025 4.111446491958860 -1.337154606781426 0.677124344467707 -0.237781177984232 -0.699973155253406 -2.040594381577201 0.749100285382564 2.520526199713460 1.723294358295572 0.265828298226717 
-0.200501516949320 2.544853159305531 0.556045725549776 -1.658135784853953 1.406001028118226 -0.568496260837750 -0.693003864025544 0.494247161027125 1.909443937706801 -2.057699539064795 -1.579505250767181 -0.153248795208918 -0.484951047853568 2.804462536330328 16.000000000000018 3.322875655532305 -0.912087754841085 0.269700610832040 
0.098702596757502 0.373347227646209 1.291516558131955 0.369705679435807 -0.300654419881961 0.032271106389538 0.032271106389539 -0.300654419881961 0.369705679435806 1.291516558131956 0.373347227646210 0.098702596757502 0.119318651380449 -0.046404969366477 -1.627899530300697 -1.627899530300695 -0.046404969366477 0.119318651380449 
